state_fips,state_abbreviation,year,actual_compliance,predicted_compliance
49,UT,2024,2.2266628604053644,3.60592514902171
50,VT,2010,19.329073482428115,
50,VT,2011,25.039872408293462,
50,VT,2012,25.878594249201278,
50,VT,2013,20.893141945773525,
50,VT,2014,20.926517571884983,
50,VT,2015,18.849840255591054,
50,VT,2016,13.461538461538456,
50,VT,2017,5.92,
50,VT,2018,11.68,
50,VT,2019,7.8525641025641,12.801255653539489
50,VT,2020,5.132192846034214,11.001515674402755
50,VT,2021,6.182380216383308,7.426194619631166
50,VT,2022,7.870370370370368,6.62013901560417
50,VT,2023,9.104938271604935,7.0199591212350985
50,VT,2024,17.619783616692427,6.343413855134854
51,VA,2010,4.212362911266188,
51,VA,2011,3.7027894347074723,
51,VA,2012,3.395627213875644,
51,VA,2013,3.5125968992247887,
51,VA,2014,2.7540589296452147,
51,VA,2015,3.4540456555515706,
51,VA,2016,1.698740793537651,
51,VA,2017,1.5228426395939045,
51,VA,2018,1.398190576900479,
51,VA,2019,0.93490709360757,1.205618707897764
51,VA,2020,0.960981822392031,0.8029728391207002
51,VA,2021,0.8083140877598151,0.7283789873799467
51,VA,2022,0.8063587144338186,0.7342339159585389
51,VA,2023,1.21392579019697,0.8588489785900618
51,VA,2024,1.4399092970521519,0.800434553372158
53,WA,2010,3.23298235206881,
53,WA,2011,2.6512377325325858,
53,WA,2012,3.4497753297579323,
53,WA,2013,2.828021820269878,
53,WA,2014,3.1878719183904765,
53,WA,2015,3.0138133110087844,
53,WA,2016,1.821917808219178,
53,WA,2017,2.0193861066235828,
53,WA,2018,2.417962003454224,
53,WA,2019,2.6136065143157268,1.6698882565348463
53,WA,2020,2.2259609162676286,1.693305237911028
53,WA,2021,2.1177685950413183,1.9212526493641193
53,WA,2022,2.439964042635156,1.929480504214692
53,WA,2023,2.7299400433728747,2.083479442918699
53,WA,2024,3.405650857719472,2.264640504804677
54,WV,2010,7.605177993527503,
54,WV,2011,4.254173397953686,
54,WV,2012,4.3080236941303145,
54,WV,2013,3.3423180592991897,
54,WV,2014,4.808211777417609,
54,WV,2015,7.650569723277261,
54,WV,2016,9.17030567685589,
54,WV,2017,12.699285321605267,
54,WV,2018,11.849390919158358,
54,WV,2019,7.9108635097493,9.838261798922044
54,WV,2020,5.859374999999997,7.115715729328083
54,WV,2021,5.9350503919372875,6.643198973911979
54,WV,2022,5.693348365276208,6.053597017215494
54,WV,2023,10.790960451977398,5.452521347601944
54,WV,2024,15.393322014714203,5.895373027276701
55,WI,2010,8.873660165173058,
55,WI,2011,6.922537679635469,
55,WI,2012,7.009264114665262,
55,WI,2013,7.842453816660841,
55,WI,2014,7.7003302624717485,
55,WI,2015,6.680548325524889,
55,WI,2016,2.199134199134197,
55,WI,2017,2.2613499050578265,
55,WI,2018,2.2895506971940036,
55,WI,2019,2.094420600858366,1.9363319715345249
55,WI,2020,1.712735289130062,1.6650530442498719
55,WI,2021,1.5980958857531398,1.4749657316208862
55,WI,2022,2.2530916483144123,1.4752730237668201
55,WI,2023,1.8381112984822905,1.805897580231703
55,WI,2024,4.7842873929830345,1.8006838658880024
56,WY,2010,12.389380530973447,
56,WY,2011,14.638447971781304,
56,WY,2012,11.611785095320625,
56,WY,2013,13.379073756432245,
56,WY,2014,14.236706689536875,
56,WY,2015,14.675767918088738,
56,WY,2016,11.111111111111109,
56,WY,2017,27.24137931034482,
56,WY,2018,9.844559585492227,
56,WY,2019,12.58620689655172,14.962028526440228
56,WY,2020,11.5916955017301,10.282071449680389
56,WY,2021,11.551724137931032,13.678290349420799
56,WY,2022,9.278350515463917,11.52711612403124
56,WY,2023,17.948717948717945,11.254857427290434
56,WY,2024,20.78364565587734,9.972877749024981
