state_fips,state_abbreviation,year,actual_drought,predicted_drought
50,VT,2022,10.57587813945692,10.59100878810341
50,VT,2023,2.0576360133750877,2.450950274584729
50,VT,2024,6.268333081975196,5.843933901443455
51,VA,2010,10.221696097967525,
51,VA,2011,10.269291683572586,
51,VA,2012,10.792949581778892,
51,VA,2013,3.091500795246168,
51,VA,2014,3.112896608330926,
51,VA,2015,2.8275916013057105,
51,VA,2016,5.259786903459572,
51,VA,2017,9.878404582678725,
51,VA,2018,6.642270596492268,
51,VA,2019,5.061617704123032,4.983188649248145
51,VA,2020,0.5095159430444098,0.7394837071590596
51,VA,2021,7.031991267108165,6.426019331807984
51,VA,2022,7.082803687839078,7.927209571727446
51,VA,2023,13.93096640682426,13.501613723188699
51,VA,2024,16.057322595554478,15.767329172985773
53,WA,2010,6.272352698078698,
53,WA,2011,0.7645127312975828,
53,WA,2012,4.606134142499785,
53,WA,2013,2.6011147733293316,
53,WA,2014,24.980800991814778,
53,WA,2015,42.50484538078811,
53,WA,2016,9.935872015216603,
53,WA,2017,7.021480481113447,
53,WA,2018,14.242655115859296,
53,WA,2019,17.887899932269065,18.08523275838906
53,WA,2020,18.112322522093464,18.216495302417666
53,WA,2021,36.24518611621774,35.372995553786254
53,WA,2022,21.853479557737952,21.68318053390721
53,WA,2023,21.77929331369523,21.864472512711068
53,WA,2024,17.476291220693128,17.626728704147247
54,WV,2010,8.250821181103259,
54,WV,2011,3.1335279872774966,
54,WV,2012,3.4176853206636397,
54,WV,2013,2.305450851747459,
54,WV,2014,1.7004054174402745,
54,WV,2015,3.1833695358473877,
54,WV,2016,4.499679366673543,
54,WV,2017,1.1853118639725313,
54,WV,2018,0.36552784108798775,
54,WV,2019,3.3538597836358024,3.3967631381005203
54,WV,2020,1.3095580121484613,1.5182871144780063
54,WV,2021,3.938329614474197,4.116405570020306
54,WV,2022,2.19257939548552,2.881342835438266
54,WV,2023,7.51782811320713,7.694817220060865
54,WV,2024,27.057164967216156,26.76001839881048
55,WI,2010,10.085157993837829,
55,WI,2011,2.656733355815321,
55,WI,2012,20.38120170702117,
55,WI,2013,16.529030202571157,
55,WI,2014,3.6827356205376516,
55,WI,2015,7.746398388769746,
55,WI,2016,0.30140071678767966,
55,WI,2017,0.9028581002778732,
55,WI,2018,2.627228469389245,
55,WI,2019,0.05793181467266956,0.1306940294314621
55,WI,2020,1.4314250779324291,1.4493474271001543
55,WI,2021,16.73099228877051,16.094598214782614
55,WI,2022,14.29887796577552,14.529238848318844
55,WI,2023,22.349966043142555,21.5014760871335
55,WI,2024,17.8816755642231,17.47074821345601
56,WY,2010,14.121996614786067,
56,WY,2011,1.6511076903764867,
56,WY,2012,37.91423566971327,
56,WY,2013,47.18725840231342,
56,WY,2014,2.8103223532015766,
56,WY,2015,6.697907683048115,
56,WY,2016,13.535021013266684,
56,WY,2017,4.389766715577911,
56,WY,2018,6.790543682278564,
56,WY,2019,5.080861906752747,5.7035658420935285
56,WY,2020,26.425337883851,25.503525213625927
56,WY,2021,51.86096273759229,50.934232012938416
56,WY,2022,42.498435856741786,42.089738375446515
56,WY,2023,11.056736573932765,11.79634018621566
56,WY,2024,29.6269896741897,28.296091368965794
